立案時間,派工項目,案件地址,經緯度,longitude,latitude
2016-01-09 11:47,鄰里無主垃圾清運,萬華區貴陽街二段82巷,"(25.0391526, 121.5036299)",25.0391526, 121.5036299
2016-01-09 12:14,交通號誌異常,中正區,"(25.0421407, 121.5198716)",25.0421407, 121.5198716
2016-01-09 12:24,道路散落物,北投區大度路,"(25.1216004, 121.4929283)",25.1216004, 121.4929283
2016-01-09 12:32,鄰里無主垃圾清運,中山區吉林路,"(25.0581536, 121.5302038)",25.0581536, 121.5302038
2016-01-09 12:46,道路散落物,松山區,"(25.0541591, 121.5638621)",25.0541591, 121.5638621
2016-01-09 13:39,鄰里無主垃圾清運,北投區杏林二路,"(25.142458, 121.496658)",25.142458, 121.496658
2016-01-09 13:51,交通號誌異常,士林區中正路,"(25.0917628, 121.5177839)",25.0917628, 121.5177839
2016-01-09 13:50,交通號誌異常,中山區,"(25.0792018, 121.5427093)",25.0792018, 121.5427093
2016-01-09 14:38,道路散落物,萬華區,"(25.0262857, 121.4970294)",25.0262857, 121.4970294
2016-01-09 14:54,鄰里無主垃圾清運,信義區福德街268巷30弄,"(25.0403574, 121.5864323)",25.0403574, 121.5864323
2016-01-09 15:38,交通號誌異常,北投區行義路186巷,"(25.1331672, 121.5298297)",25.1331672, 121.5298297
2016-01-09 15:44,道路散落物,信義區基隆路一段,"(25.0412332, 121.564626)",25.0412332, 121.564626
2016-01-09 15:46,鄰里無主垃圾清運,信義區吳興街,"(25.0265223, 121.5641888)",25.0265223, 121.5641888
2016-01-09 15:45,鄰里無主垃圾清運,松山區民生東路四段97巷6弄,"(25.0593982, 121.5535337)",25.0593982, 121.5535337
2016-01-09 16:09,路燈故障或設施損壞,松山區復興北路402巷,"(25.0617896, 121.5424099)",25.0617896, 121.5424099
2016-01-09 16:45,路燈故障或設施損壞,中正區,"(25.0421407, 121.5198716)",25.0421407, 121.5198716
2016-01-09 16:45,雨水下水道側溝清淤,大安區忠孝東路四段49巷,"(25.0426753, 121.545292)",25.0426753, 121.545292
2016-01-09 17:01,鄰里無主垃圾清運,中正區重慶南路三段146巷13弄,"(25.0237843, 121.516014)",25.0237843, 121.516014
2016-01-09 17:07,道路油漬,南港區研究院路一段130巷,"(25.0490303, 121.6140274)",25.0490303, 121.6140274
2016-01-09 17:16,道路散落物,大安區,"(25.0261583, 121.5427093)",25.0261583, 121.5427093
2016-01-09 17:22,鄰里無主垃圾清運,中山區林森北路133巷,"(25.0507053, 121.5269387)",25.0507053, 121.5269387
2016-01-09 17:34,路燈故障或設施損壞,大同區延平北路四段102巷,"(25.0716226, 121.5099887)",25.0716226, 121.5099887
2016-01-09 17:45,路燈故障或設施損壞,中山區北安路554巷,"(25.080016, 121.5492806)",25.080016, 121.5492806
2016-01-09 17:45,鄰里無主垃圾清運,中山區合江街,"(25.0583934, 121.5391967)",25.0583934, 121.5391967
2016-01-09 17:47,路燈故障或設施損壞,松山區,"(25.0541591, 121.5638621)",25.0541591, 121.5638621
2016-01-09 17:54,道路散落物,松山區,"(25.0541591, 121.5638621)",25.0541591, 121.5638621
2016-01-09 17:56,雨水下水道側溝清淤,中正區羅斯福路四段12巷,"(25.0157762, 121.5329408)",25.0157762, 121.5329408
2016-01-09 18:24,路燈故障或設施損壞,中山區,"(25.0792018, 121.5427093)",25.0792018, 121.5427093
2016-01-09 18:25,道路散落物,北投區石牌路二段,"(25.1188949, 121.5210654)",25.1188949, 121.5210654
2016-01-09 18:30,路燈故障或設施損壞,松山區光復北路11巷,"(25.049942, 121.5600923)",25.049942, 121.5600923
2016-01-09 18:44,路燈故障或設施損壞,中山區明水路672巷,"(25.0836381, 121.5514585)",25.0836381, 121.5514585
2016-01-09 18:45,路燈故障或設施損壞,中山區敬業二路,"(25.0826688, 121.5543923)",25.0826688, 121.5543923
2016-01-09 18:52,路燈故障或設施損壞,萬華區,"(25.0262857, 121.4970294)",25.0262857, 121.4970294
2016-01-09 19:03,路燈故障或設施損壞,中正區信義路二段161巷,"(25.0342403, 121.5288329)",25.0342403, 121.5288329
2016-01-09 19:09,路燈故障或設施損壞,文山區保儀路119巷,"(24.9855202, 121.5678851)",24.9855202, 121.5678851
2016-01-09 19:08,路燈故障或設施損壞,中山區民權東路三段60巷3弄,"(25.0614096, 121.5434549)",25.0614096, 121.5434549
2016-01-09 19:22,路燈故障或設施損壞,中山區北安路554巷,"(25.080016, 121.5492806)",25.080016, 121.5492806
2016-01-09 19:19,道路散落物,松山區八德路三段12巷,"(25.0464804, 121.5507157)",25.0464804, 121.5507157
2016-01-09 19:32,路燈故障或設施損壞,中正區,"(25.0421407, 121.5198716)",25.0421407, 121.5198716
2016-01-09 19:34,路燈故障或設施損壞,士林區,"(25.0950492, 121.5246077)",25.0950492, 121.5246077
2016-01-09 19:36,路燈故障或設施損壞,內湖區內湖路一段285巷65弄,"(25.0845017, 121.5680231)",25.0845017, 121.5680231
2016-01-09 19:47,鄰里無主垃圾清運,中正區中華路二段,"(25.0284533, 121.5055324)",25.0284533, 121.5055324
2016-01-09 19:47,路燈故障或設施損壞,文山區興隆路二段233巷5弄,"(25.0022712, 121.5501683)",25.0022712, 121.5501683
2016-01-09 19:50,道路散落物,南港區研究院路二段70巷17弄,"(25.0459026, 121.6144785)",25.0459026, 121.6144785
2016-01-09 19:54,路燈故障或設施損壞,中山區復興北路380巷,"(25.0610535, 121.5436516)",25.0610535, 121.5436516
2016-01-09 19:53,路燈故障或設施損壞,中山區復興北路,"(25.0570525, 121.5442302)",25.0570525, 121.5442302
2016-01-09 19:56,路燈故障或設施損壞,中山區復興北路380巷,"(25.0610535, 121.5436516)",25.0610535, 121.5436516
2016-01-09 19:58,路燈故障或設施損壞,士林區,"(25.0950492, 121.5246077)",25.0950492, 121.5246077
2016-01-09 20:03,路燈故障或設施損壞,文山區,"(24.9929212, 121.57125)",24.9929212, 121.57125
2016-01-09 20:19,路燈故障或設施損壞,內湖區成功路三段187巷9弄,"(25.0799186, 121.5914367)",25.0799186, 121.5914367
2016-01-09 20:28,路燈故障或設施損壞,北投區,"(25.1151759, 121.515018)",25.1151759, 121.515018
2016-01-09 21:00,路燈故障或設施損壞,中山區合江街93巷,"(25.0595, 121.5392086)",25.0595, 121.5392086
2016-01-09 21:12,道路油漬,松山區,"(25.0541591, 121.5638621)",25.0541591, 121.5638621
2016-01-09 21:27,鄰里無主垃圾清運,大安區新生南路三段,"(25.0211933, 121.5341615)",25.0211933, 121.5341615
2016-01-09 21:30,路燈故障或設施損壞,士林區延平北路八段2巷55弄,"(25.1053164, 121.4860234)",25.1053164, 121.4860234
2016-01-09 21:55,道路散落物,士林區,"(25.0950492, 121.5246077)",25.0950492, 121.5246077
2016-01-09 22:03,交通號誌異常,中山區,"(25.0792018, 121.5427093)",25.0792018, 121.5427093
2016-01-09 22:06,路燈故障或設施損壞,北投區溫泉路,"(25.1361618, 121.5086192)",25.1361618, 121.5086192
2016-01-09 22:08,路燈故障或設施損壞,中山區北安路554巷,"(25.080016, 121.5492806)",25.080016, 121.5492806
2016-01-09 22:30,路燈故障或設施損壞,中山區,"(25.0792018, 121.5427093)",25.0792018, 121.5427093
2016-01-09 22:28,道路散落物,士林區,"(25.0950492, 121.5246077)",25.0950492, 121.5246077
2016-01-09 22:32,路燈故障或設施損壞,內湖區內湖路一段285巷65弄,"(25.0845017, 121.5680231)",25.0845017, 121.5680231
2016-01-09 23:01,道路散落物,中山區,"(25.0792018, 121.5427093)",25.0792018, 121.5427093
2016-01-09 23:19,交通號誌異常,內湖區內湖路二段,"(25.0811641, 121.5867075)",25.0811641, 121.5867075
2016-01-09 23:27,路燈故障或設施損壞,內湖區瑞湖街,"(25.0712322, 121.5764092)",25.0712322, 121.5764092
2016-01-09 23:30,道路散落物,大同區,"(25.0627243, 121.5113064)",25.0627243, 121.5113064
2016-01-09 23:40,道路油漬,中正區,"(25.0421407, 121.5198716)",25.0421407, 121.5198716
2016-01-09 23:53,路燈故障或設施損壞,大同區重慶北路三段,"(25.070191, 121.5136876)",25.070191, 121.5136876
2016-01-10 00:40,道路散落物,大安區信義路二段198巷,"(25.031792, 121.5308798)",25.031792, 121.5308798
2016-01-10 00:39,道路油漬,大安區信義路二段198巷,"(25.031792, 121.5308798)",25.031792, 121.5308798
2016-01-10 01:10,道路散落物,北投區中央北路四段316巷,"(25.1315492, 121.4720383)",25.1315492, 121.4720383
2016-01-10 01:41,道路散落物,北投區大業路280巷,"(25.1275038, 121.4993581)",25.1275038, 121.4993581
2016-01-10 01:44,道路油漬,大安區和平東路一段41巷,"(25.0271813, 121.5239523)",25.0271813, 121.5239523
2016-01-10 01:45,道路散落物,大安區和平東路一段41巷,"(25.0271813, 121.5239523)",25.0271813, 121.5239523
2016-01-10 03:27,道路散落物,內湖區康樂街,"(25.0811994, 121.6241755)",25.0811994, 121.6241755
2016-01-10 04:03,道路散落物,中正區,"(25.0421407, 121.5198716)",25.0421407, 121.5198716
2016-01-10 06:56,道路油漬,中山區,"(25.0792018, 121.5427093)",25.0792018, 121.5427093
2016-01-10 06:58,道路散落物,中山區,"(25.0792018, 121.5427093)",25.0792018, 121.5427093
2016-01-10 07:04,道路油漬,信義區信義路,"(25.0219759, 121.5748481)",25.0219759, 121.5748481
2016-01-10 08:31,道路散落物,北投區,"(25.1151759, 121.515018)",25.1151759, 121.515018
2016-01-10 09:42,交通號誌異常,北投區,"(25.1151759, 121.515018)",25.1151759, 121.515018
2016-01-10 09:41,鄰里無主垃圾清運,萬華區萬大路423巷63弄,"(25.0219667, 121.5011171)",25.0219667, 121.5011171
2016-01-10 09:53,交通號誌異常,信義區松仁路,"(25.0318884, 121.568295)",25.0318884, 121.568295
2016-01-10 10:03,鄰里無主垃圾清運,松山區,"(25.0541591, 121.5638621)",25.0541591, 121.5638621
2016-01-10 10:06,道路散落物,中正區,"(25.0421407, 121.5198716)",25.0421407, 121.5198716
2016-01-10 10:06,道路油漬,大同區,"(25.0627243, 121.5113064)",25.0627243, 121.5113064
2016-01-10 10:10,鄰里無主垃圾清運,萬華區桂林路,"(25.0383733, 121.5015523)",25.0383733, 121.5015523
2016-01-10 10:32,路燈故障或設施損壞,中山區北安路770巷,"(25.0851069, 121.5532814)",25.0851069, 121.5532814
2016-01-10 10:35,路燈故障或設施損壞,中山區敬業一路,"(25.0819462, 121.5525618)",25.0819462, 121.5525618
2016-01-10 10:39,鄰里無主垃圾清運,大安區敦化南路一段190巷,"(25.0426422, 121.5472074)",25.0426422, 121.5472074
2016-01-10 10:41,路燈故障或設施損壞,中山區北安路770巷,"(25.0851069, 121.5532814)",25.0851069, 121.5532814
2016-01-10 10:52,路燈故障或設施損壞,中山區民水路672巷,"(25.0836381, 121.5514585)",25.0836381, 121.5514585
2016-01-10 11:09,交通號誌異常,士林區中山北路六段,"(25.1105466, 121.5255956)",25.1105466, 121.5255956
2016-01-10 12:11,鄰里無主垃圾清運,士林區天母西路,"(25.1184569, 121.5261125)",25.1184569, 121.5261125
2016-01-10 12:07,道路散落物,中正區,"(25.0421407, 121.5198716)",25.0421407, 121.5198716
2016-01-10 12:23,道路散落物,中正區,"(25.0421407, 121.5198716)",25.0421407, 121.5198716
2016-01-10 12:32,交通號誌異常,信義區,"(25.0287024, 121.5769572)",25.0287024, 121.5769572
2016-01-10 12:47,路燈故障或設施損壞,士林區福林路251巷,"(25.0985579, 121.5347795)",25.0985579, 121.5347795
2016-01-10 13:18,交通號誌異常,中山區大直街,"(25.0821071, 121.5463923)",25.0821071, 121.5463923
2016-01-20 11:35,道路散落物,士林區,"(25.0950492, 121.5246077)",25.0950492, 121.5246077
2016-01-10 13:34,道路油漬,文山區木新路三段50巷7弄,"(24.9830156, 121.5640469)",24.9830156, 121.5640469
2016-01-10 13:38,交通號誌異常,松山區松山路,"(25.0473145, 121.5777319)",25.0473145, 121.5777319
2016-01-10 13:40,交通號誌異常,信義區,"(25.0287024, 121.5769572)",25.0287024, 121.5769572
2016-01-10 13:37,交通號誌異常,信義區,"(25.0287024, 121.5769572)",25.0287024, 121.5769572
2016-01-10 13:44,交通號誌異常,信義區,"(25.0287024, 121.5769572)",25.0287024, 121.5769572
2016-01-10 13:40,交通號誌異常,大安區,"(25.0261583, 121.5427093)",25.0261583, 121.5427093
2016-01-10 13:45,交通號誌異常,信義區,"(25.0287024, 121.5769572)",25.0287024, 121.5769572
2016-01-10 13:53,鄰里無主垃圾清運,中正區博愛路,"(25.0403128, 121.5113248)",25.0403128, 121.5113248
2016-01-10 14:43,路燈故障或設施損壞,文山區萬安街44巷,"(24.9992738, 121.5703839)",24.9992738, 121.5703839
2016-01-10 14:55,交通號誌異常,松山區,"(25.0541591, 121.5638621)",25.0541591, 121.5638621
2016-01-10 14:57,交通號誌異常,松山區,"(25.0541591, 121.5638621)",25.0541591, 121.5638621
2016-01-10 15:19,鄰里無主垃圾清運,中正區,"(25.0421407, 121.5198716)",25.0421407, 121.5198716
2016-01-10 15:58,道路散落物,士林區忠誠路二段,"(25.1133586, 121.5318089)",25.1133586, 121.5318089
2016-01-10 16:01,鄰里無主垃圾清運,士林區忠誠路二段,"(25.1133586, 121.5318089)",25.1133586, 121.5318089
2016-01-10 16:01,道路散落物,士林區忠誠路二段,"(25.1133586, 121.5318089)",25.1133586, 121.5318089
2016-01-10 16:10,鄰里無主垃圾清運,士林區忠誠路二段,"(25.1133586, 121.5318089)",25.1133586, 121.5318089
2016-01-10 16:30,鄰里無主垃圾清運,士林區基河路396巷,"(25.0951294, 121.5171634)",25.0951294, 121.5171634
2016-01-10 16:57,鄰里無主垃圾清運,內湖區江南街117巷8弄,"(25.0760692, 121.5765756)",25.0760692, 121.5765756
2016-01-10 17:16,鄰里無主垃圾清運,中山區林森北路133巷,"(25.0507053, 121.5269387)",25.0507053, 121.5269387
2016-01-10 17:19,交通號誌異常,文山區,"(24.9929212, 121.57125)",24.9929212, 121.57125
2016-01-10 17:21,交通號誌桿損壞或電纜線垂落,文山區興隆路一段83巷,"(25.0033008, 121.5414778)",25.0033008, 121.5414778
2016-01-10 17:42,路燈故障或設施損壞,北投區復興三路,"(25.1527414, 121.5025511)",25.1527414, 121.5025511
2016-01-10 17:58,交通號誌異常,大安區基隆路四段113巷,"(25.0138202, 121.5401573)",25.0138202, 121.5401573
2016-01-10 18:03,鄰里無主垃圾清運,大同區哈密街,"(25.0733209, 121.5165047)",25.0733209, 121.5165047
2016-01-10 18:10,鄰里無主垃圾清運,大安區和平東路三段606巷,"(25.0129685, 121.5609835)",25.0129685, 121.5609835
2016-01-10 18:11,路燈故障或設施損壞,文山區 木新路三段310巷,"(24.9819355, 121.5567902)",24.9819355, 121.5567902
2016-01-10 18:11,雨水下水道側溝清淤,士林區中山北路六段,"(25.1105466, 121.5255956)",25.1105466, 121.5255956
2016-01-10 18:17,鄰里無主垃圾清運,北投區東陽街,"(25.1123535, 121.5192275)",25.1123535, 121.5192275
2016-01-10 18:19,雨水下水道側溝清淤,中正區開封街一段,"(25.0460163, 121.5124237)",25.0460163, 121.5124237
2016-01-10 18:23,道路散落物,北投區洲美街,"(25.1007497, 121.5030898)",25.1007497, 121.5030898
2016-01-10 18:30,交通號誌異常,文山區羅斯福路五段,"(25.0056261, 121.5389139)",25.0056261, 121.5389139
2016-01-10 19:12,路燈故障或設施損壞,中正區忠孝東路二段,"(25.0432354, 121.5297894)",25.0432354, 121.5297894
2016-01-10 19:16,路燈故障或設施損壞,松山區八德路三段74巷,"(25.0461713, 121.5524841)",25.0461713, 121.5524841
2016-01-10 19:27,道路油漬,文山區,"(24.9929212, 121.57125)",24.9929212, 121.57125
2016-01-10 19:43,路燈故障或設施損壞,松山區八德路三段74巷,"(25.0461713, 121.5524841)",25.0461713, 121.5524841
2016-01-10 19:46,交通號誌異常,內湖區內湖路二段,"(25.0811641, 121.5867075)",25.0811641, 121.5867075
2016-01-10 19:45,路燈故障或設施損壞,中山區,"(25.0792018, 121.5427093)",25.0792018, 121.5427093
2016-01-10 19:45,路燈故障或設施損壞,內湖區康寧路三段56巷,"(25.0687662, 121.6091066)",25.0687662, 121.6091066
2016-01-10 19:45,路燈故障或設施損壞,松山區,"(25.0541591, 121.5638621)",25.0541591, 121.5638621
2016-01-10 20:11,路燈故障或設施損壞,士林區至善路三段370巷,"(25.1333132, 121.5868449)",25.1333132, 121.5868449
2016-01-10 20:15,路燈故障或設施損壞,中正區,"(25.0421407, 121.5198716)",25.0421407, 121.5198716
2016-01-10 20:16,鄰里無主垃圾清運,士林區永公路,"(25.123166, 121.5590561)",25.123166, 121.5590561
2016-01-10 21:04,鄰里無主垃圾清運,北投區石牌路二段315巷28弄,"(25.123089, 121.5222372)",25.123089, 121.5222372
2016-01-10 21:39,交通號誌異常,大同區延平北路二段247巷,"(25.0623226, 121.5124028)",25.0623226, 121.5124028
2016-01-10 21:43,路燈故障或設施損壞,松山區復興北路,"(25.0570525, 121.5442302)",25.0570525, 121.5442302
2016-01-10 21:48,路燈故障或設施損壞,文山區萬安街44巷,"(24.9992738, 121.5703839)",24.9992738, 121.5703839
2016-01-10 21:53,路燈故障或設施損壞,大安區建國南路一段258巷,"(25.0368155, 121.536972)",25.0368155, 121.536972
2016-01-10 22:00,路燈故障或設施損壞,文山區興隆路二段233巷5弄,"(25.0022712, 121.5501683)",25.0022712, 121.5501683
2016-01-10 22:36,道路油漬,大安區敦化南路一段187巷,"(25.0425769, 121.5507807)",25.0425769, 121.5507807
2016-01-10 22:56,鄰里無主垃圾清運,中山區民生東路二段,"(25.0579828, 121.5325939)",25.0579828, 121.5325939
2016-01-10 23:12,鄰里無主垃圾清運,信義區永吉路120巷15弄,"(25.045009, 121.5703023)",25.045009, 121.5703023
2016-01-10 23:19,道路油漬,南港區,"(25.0312347, 121.6111949)",25.0312347, 121.6111949
2016-01-11 00:18,路燈故障或設施損壞,中山區復興北路,"(25.0570525, 121.5442302)",25.0570525, 121.5442302
2016-01-11 03:18,鄰里無主垃圾清運,中山區松江路,"(25.0584215, 121.5332498)",25.0584215, 121.5332498
2016-01-11 03:49,道路散落物,士林區中山北路六段,"(25.1105466, 121.5255956)",25.1105466, 121.5255956
2016-01-11 04:26,路燈故障或設施損壞,松山區復興北路,"(25.0570525, 121.5442302)",25.0570525, 121.5442302
2016-01-11 06:08,道路散落物,大安區,"(25.0261583, 121.5427093)",25.0261583, 121.5427093
2016-01-11 07:03,交通號誌異常,萬華區,"(25.0262857, 121.4970294)",25.0262857, 121.4970294
2016-01-11 07:09,交通號誌異常,文山區木新路三段,"(24.9813948, 121.5594878)",24.9813948, 121.5594878
2016-01-11 07:10,交通號誌異常,文山區羅斯福路五段170巷,"(25.0046599, 121.5371902)",25.0046599, 121.5371902
2016-01-11 07:22,交通號誌異常,大同區,"(25.0627243, 121.5113064)",25.0627243, 121.5113064
2016-01-11 07:27,交通號誌異常,松山區,"(25.0541591, 121.5638621)",25.0541591, 121.5638621
2016-01-11 07:36,交通號誌異常,文山區羅斯福路五段170巷,"(25.0046599, 121.5371902)",25.0046599, 121.5371902
2016-01-11 08:14,路燈故障或設施損壞,文山區,"(24.9929212, 121.57125)",24.9929212, 121.57125
2016-01-11 08:18,交通號誌異常,大安區忠孝東路四段26巷,"(25.0398066, 121.5444246)",25.0398066, 121.5444246
2016-01-11 08:24,交通號誌異常,南港區八德路四段,"(25.0504958, 121.5799993)",25.0504958, 121.5799993
2016-01-11 08:41,鄰里無主垃圾清運,中山區吉林路154巷,"(25.0564951, 121.5288597)",25.0564951, 121.5288597
2016-01-11 08:57,交通號誌異常,士林區,"(25.0950492, 121.5246077)",25.0950492, 121.5246077
2016-01-11 08:59,鄰里無主垃圾清運,中山區新生北路三段,"(25.0666887, 121.5276528)",25.0666887, 121.5276528
2016-01-11 09:25,鄰里無主垃圾清運,中山區林森北路,"(25.0566487, 121.5254942)",25.0566487, 121.5254942
2016-01-11 09:23,交通號誌異常,大安區,"(25.0261583, 121.5427093)",25.0261583, 121.5427093
2016-01-11 09:35,交通號誌異常,大安區信義路三段134巷,"(25.0311402, 121.5394217)",25.0311402, 121.5394217
2016-01-11 09:34,道路散落物,士林區,"(25.0950492, 121.5246077)",25.0950492, 121.5246077
2016-01-11 09:38,道路散落物,士林區,"(25.0950492, 121.5246077)",25.0950492, 121.5246077
2016-01-11 09:40,鄰里無主垃圾清運,北投區復興一路,"(25.1404393, 121.5033298)",25.1404393, 121.5033298
2016-01-11 09:43,交通號誌異常,大安區信義路三段134巷,"(25.0311402, 121.5394217)",25.0311402, 121.5394217
2016-01-11 09:53,交通號誌異常,大安區信義路三段113巷,"(25.0336014, 121.5393322)",25.0336014, 121.5393322
2016-01-11 09:56,鄰里無主垃圾清運,北投區尊賢街218巷23弄,"(25.1159816, 121.5086829)",25.1159816, 121.5086829
2016-01-11 10:08,交通號誌異常,大安區信義路三段134巷,"(25.0311402, 121.5394217)",25.0311402, 121.5394217
2016-01-11 10:14,路燈故障或設施損壞,文山區秀明路一段129巷,"(24.9921186, 121.5670853)",24.9921186, 121.5670853
2016-01-11 10:23,鄰里無主垃圾清運,萬華區艋舺大道,"(25.0326537, 121.4980256)",25.0326537, 121.4980256
2016-01-11 10:33,雨水下水道側溝清淤,中正區汀州路二段6巷,"(25.0258917, 121.5158026)",25.0258917, 121.5158026
2016-01-11 10:44,道路散落物,中正區重慶南路三段,"(25.0259567, 121.5162318)",25.0259567, 121.5162318
2016-01-11 10:46,道路油漬,中正區重慶南路三段,"(25.0259567, 121.5162318)",25.0259567, 121.5162318
2016-01-11 10:51,鄰里無主垃圾清運,萬華區艋舺大道,"(25.0326537, 121.4980256)",25.0326537, 121.4980256
2016-01-11 10:59,道路散落物,大安區市民大道三段,"(25.0448081, 121.5375093)",25.0448081, 121.5375093
2016-01-11 10:57,道路散落物,中正區,"(25.0421407, 121.5198716)",25.0421407, 121.5198716
2016-01-11 11:03,鄰里無主垃圾清運,中正區市民大道二段,"(25.04737, 121.5258937)",25.04737, 121.5258937
2016-01-11 11:13,鄰里無主垃圾清運,北投區大業路,"(25.1285349, 121.4976121)",25.1285349, 121.4976121
2016-01-11 11:16,交通號誌異常,大同區,"(25.0627243, 121.5113064)",25.0627243, 121.5113064
2016-01-11 12:02,交通號誌異常,萬華區,"(25.0262857, 121.4970294)",25.0262857, 121.4970294
2016-01-11 12:19,道路散落物,中山區,"(25.0792018, 121.5427093)",25.0792018, 121.5427093
2016-01-11 12:43,車、人行地下道、涵洞積淹水,中正區,"(25.0421407, 121.5198716)",25.0421407, 121.5198716
2016-01-11 13:37,雨水下水道側溝清淤,中山區松江路184巷,"(25.0564734, 121.5319579)",25.0564734, 121.5319579
2016-01-11 13:43,鄰里無主垃圾清運,中正區泉州街,"(25.0282063, 121.5145717)",25.0282063, 121.5145717
2016-01-11 14:00,路燈故障或設施損壞,松山區東興街,"(25.0483604, 121.5657666)",25.0483604, 121.5657666
2016-01-11 14:11,雨水下水道側溝清淤,大安區四維路52巷24弄,"(25.0348926, 121.5464808)",25.0348926, 121.5464808
2016-01-11 14:35,交通號誌桿損壞或電纜線垂落,大安區,"(25.0261583, 121.5427093)",25.0261583, 121.5427093
2016-01-11 15:04,鄰里無主垃圾清運,大安區杭州南路二段,"(25.031794, 121.5224362)",25.031794, 121.5224362
2016-01-11 15:33,鄰里無主垃圾清運,內湖區新明路460巷28弄,"(25.0545195, 121.5780602)",25.0545195, 121.5780602
2016-01-11 15:42,鄰里無主垃圾清運,內湖區新明路460巷28弄,"(25.0545195, 121.5780602)",25.0545195, 121.5780602
2016-01-11 15:48,交通號誌異常,文山區,"(24.9929212, 121.57125)",24.9929212, 121.57125
2016-01-11 15:59,交通號誌異常,文山區,"(24.9929212, 121.57125)",24.9929212, 121.57125
2016-01-11 16:23,交通號誌異常,文山區羅斯福路五段,"(25.0056261, 121.5389139)",25.0056261, 121.5389139
2016-01-11 16:28,路燈故障或設施損壞,中山區吉林路161巷,"(25.0589348, 121.5310242)",25.0589348, 121.5310242
2016-01-11 16:33,交通號誌異常,文山區,"(24.9929212, 121.57125)",24.9929212, 121.57125
2016-01-11 16:45,交通號誌異常,大安區金華街164巷,"(25.0288531, 121.5305702)",25.0288531, 121.5305702
2016-01-11 17:04,交通號誌異常,大安區金華街243巷,"(25.0304254, 121.5303941)",25.0304254, 121.5303941
2016-01-11 17:19,道路散落物,大安區,"(25.0261583, 121.5427093)",25.0261583, 121.5427093
2016-01-11 17:33,交通號誌異常,松山區,"(25.0541591, 121.5638621)",25.0541591, 121.5638621
2016-01-11 17:36,路燈故障或設施損壞,大同區環河北路二段,"(25.070385, 121.5091997)",25.070385, 121.5091997
2016-01-11 17:38,路燈故障或設施損壞,中山區北安路554巷,"(25.080016, 121.5492806)",25.080016, 121.5492806
2016-01-11 17:54,道路散落物,中山區濱江街108巷6弄,"(25.0712808, 121.5340947)",25.0712808, 121.5340947
2016-01-11 17:56,道路油漬,中山區濱江街108巷6弄,"(25.0712808, 121.5340947)",25.0712808, 121.5340947
2016-01-11 17:57,路燈故障或設施損壞,內湖區,"(25.0689422, 121.5909027)",25.0689422, 121.5909027
2016-01-11 18:02,路燈故障或設施損壞,文山區萬寧路36巷,"(25.0029432, 121.5655123)",25.0029432, 121.5655123
2016-01-11 18:05,交通號誌異常,文山區萬寧路36巷,"(25.0029432, 121.5655123)",25.0029432, 121.5655123
2016-01-11 18:24,路燈故障或設施損壞,內湖區成功路三段187巷9弄,"(25.0799186, 121.5914367)",25.0799186, 121.5914367
2016-01-11 18:28,交通號誌異常,文山區萬美街二段2巷,"(25.0031386, 121.5623531)",25.0031386, 121.5623531
2016-01-11 18:52,路燈故障或設施損壞,松山區八德路三段74巷,"(25.0461713, 121.5524841)",25.0461713, 121.5524841
2016-01-11 18:55,路燈故障或設施損壞,文山區辛亥路路四段,"(25.005599, 121.5574312)",25.005599, 121.5574312
2016-01-11 18:58,路燈故障或設施損壞,文山區興隆路三段207巷18弄,"(24.9939224, 121.5623955)",24.9939224, 121.5623955
2016-01-11 19:00,路燈故障或設施損壞,松山區撫遠街,"(25.0644609, 121.5657902)",25.0644609, 121.5657902
2016-01-11 19:09,路燈故障或設施損壞,文山區萬寧街,"(25.0034608, 121.5671688)",25.0034608, 121.5671688
2016-01-11 19:23,路燈故障或設施損壞,松山區富錦街572巷,"(25.062449, 121.5675237)",25.062449, 121.5675237
2016-01-11 19:23,路燈故障或設施損壞,松山區敦化北路165巷,"(25.0547405, 121.5512715)",25.0547405, 121.5512715
2016-01-11 19:26,路燈故障或設施損壞,文山區萬美街二段,"(25.0044505, 121.5618831)",25.0044505, 121.5618831
2016-01-11 19:31,路燈故障或設施損壞,松山區三民路155巷,"(25.0612693, 121.5616214)",25.0612693, 121.5616214
2016-01-11 19:37,路燈故障或設施損壞,松山區撫遠街376巷,"(25.0636654, 121.5647497)",25.0636654, 121.5647497
2016-01-11 19:45,路燈故障或設施損壞,大安區延吉街252巷,"(25.0344753, 121.556054)",25.0344753, 121.556054
2016-01-11 19:53,交通號誌異常,文山區辛亥路四段77巷,"(25.0084782, 121.559723)",25.0084782, 121.559723
2016-01-11 20:07,鄰里無主垃圾清運,大同區民族西路75巷,"(25.0689426, 121.5180288)",25.0689426, 121.5180288
2016-01-11 20:14,交通號誌異常,中正區和平西路二段,"(25.0304324, 121.5096413)",25.0304324, 121.5096413
2016-01-11 20:23,路燈故障或設施損壞,松山區復興北路,"(25.0570525, 121.5442302)",25.0570525, 121.5442302
2016-01-11 20:33,路燈故障或設施損壞,文山區萬芳路,"(24.9983158, 121.565173)",24.9983158, 121.565173
2016-01-11 20:42,路燈故障或設施損壞,松山區三民路180巷,"(25.0624771, 121.5645934)",25.0624771, 121.5645934
2016-01-11 20:58,鄰里無主垃圾清運,大同區環河北路二段,"(25.070385, 121.5091997)",25.070385, 121.5091997
