立案時間,派工項目,案件地址,經緯度,longitude,latitude
2017/10/6 15:37,鄰里無主垃圾清運,中山區林森北路119巷,"(25.0503306, 121.5268262)",25.0503306, 121.5268262
2017/10/6 15:58,路燈故障或設施損壞,內湖區行善路59巷20弄,"(25.0574012, 121.5786635)",25.0574012, 121.5786635
2017/10/6 16:07,路樹處理,大安區忠孝東路3段196號,"(25.041419, 121.539392)",25.041419, 121.539392
2017/10/6 16:09,路燈故障或設施損壞,信義區,"(25.0287024, 121.5769572)",25.0287024, 121.5769572
2017/10/6 17:04,鄰里無主垃圾清運,士林區士東路286巷,"(25.1124738, 121.5374347)",25.1124738, 121.5374347
2017/10/6 17:02,路樹處理,大安區,"(25.0261583, 121.5427093)",25.0261583, 121.5427093
2017/10/6 17:17,鄰里無主垃圾清運,中正區詔安街68號,"(25.024994, 121.5134429)",25.024994, 121.5134429
2017/10/6 17:17,鄰里無主垃圾清運,大安區辛亥路二段,"(25.0219051, 121.5386523)",25.0219051, 121.5386523
2017/10/6 17:20,鄰里無主垃圾清運,中正區汀州路2段6巷1號,"(25.0257094, 121.5158392)",25.0257094, 121.5158392
2017/10/6 17:29,路燈故障或設施損壞,南港區向陽路80號,"(25.0527655, 121.59538)",25.0527655, 121.59538
2017/10/6 17:42,鄰里無主垃圾清運,南港區東明街94號,"(25.0545827, 121.6016982)",25.0545827, 121.6016982
2017/10/6 17:53,交通標誌及設施物損壞(含汙損)、傾斜,大安區杭州南路二段,"(25.031794, 121.5224362)",25.031794, 121.5224362
2017/10/6 18:00,交通號誌異常,大同區,"(25.0627243, 121.5113064)",25.0627243, 121.5113064
2017/10/6 18:13,路燈故障或設施損壞,內湖區內湖路二段179巷73弄,"(25.0847349, 121.5836508)",25.0847349, 121.5836508
2017/10/6 18:33,路燈故障或設施損壞,內湖區環山路三段,"(25.0847075, 121.5808984)",25.0847075, 121.5808984
2017/10/6 18:49,路燈故障或設施損壞,北投區溫泉路65巷,"(25.1358527, 121.5046668)",25.1358527, 121.5046668
2017/10/6 18:54,鄰里無主垃圾清運,中山區中山北路二段36巷,"(25.0542606, 121.5216201)",25.0542606, 121.5216201
2017/10/6 19:06,交通標誌及設施物損壞(含汙損)、傾斜,士林區福林路,"(25.0969684, 121.53292)",25.0969684, 121.53292
2017/10/6 19:11,路燈故障或設施損壞,南港區東新街168巷,"(25.0461534, 121.5899436)",25.0461534, 121.5899436
2017/10/6 19:11,路燈故障或設施損壞,南港區東新街168巷,"(25.0461534, 121.5899436)",25.0461534, 121.5899436
2017/10/6 19:23,鄰里無主垃圾清運,大同區,"(25.0627243, 121.5113064)",25.0627243, 121.5113064
2017/10/6 19:38,路燈故障或設施損壞,大同區重慶北路三段,"(25.070191, 121.5136876)",25.070191, 121.5136876
2017/10/6 20:33,鄰里無主垃圾清運,中山區中山北路二段,"(25.0581409, 121.5227519)",25.0581409, 121.5227519
2017/10/6 20:43,路燈故障或設施損壞,文山區,"(24.9929212, 121.57125)",24.9929212, 121.57125
2017/10/6 21:01,路燈故障或設施損壞,士林區福港街19巷,"(25.091261, 121.518609)",25.091261, 121.518609
2017/10/6 21:22,路燈故障或設施損壞,北投區溫泉路65巷,"(25.1358527, 121.5046668)",25.1358527, 121.5046668
2017/10/6 22:20,鄰里無主垃圾清運,中山區,"(25.0792018, 121.5427093)",25.0792018, 121.5427093
2017/10/6 22:33,路燈故障或設施損壞,大同區,"(25.0627243, 121.5113064)",25.0627243, 121.5113064
2017/10/6 22:58,路燈故障或設施損壞,北投區明德路331巷,"(25.1160271, 121.5190749)",25.1160271, 121.5190749
2017/10/6 23:56,路燈故障或設施損壞,信義區永吉路443巷,"(25.0463763, 121.5783659)",25.0463763, 121.5783659
2017/10/7 00:27,交通號誌異常,大安區,"(25.0261583, 121.5427093)",25.0261583, 121.5427093
2017/10/7 01:55,鄰里無主垃圾清運,內湖區內湖路一段737巷8弄,"(25.0795544, 121.5780592)",25.0795544, 121.5780592
2017/10/7 01:56,鄰里無主垃圾清運,內湖區內湖路一段737巷8弄,"(25.0795544, 121.5780592)",25.0795544, 121.5780592
2017/10/7 03:47,交通號誌異常,北投區,"(25.1151759, 121.515018)",25.1151759, 121.515018
2017/10/7 09:00,鄰里無主垃圾清運,士林區延平北路六段24巷,"(25.087513, 121.5097399)",25.087513, 121.5097399
2017/10/7 09:12,鄰里無主垃圾清運,大安區信義路四段30巷,"(25.0321031, 121.544626)",25.0321031, 121.544626
2017/10/7 09:34,交通號誌異常,中正區,"(25.0421407, 121.5198716)",25.0421407, 121.5198716
2017/10/7 09:38,交通號誌異常,中正區南海路,"(25.0313426, 121.5120567)",25.0313426, 121.5120567
2017/10/7 09:38,交通號誌異常,萬華區青年路,"(25.0227979, 121.5026765)",25.0227979, 121.5026765
2017/10/7 10:29,交通號誌異常,中正區,"(25.0421407, 121.5198716)",25.0421407, 121.5198716
2017/10/7 10:32,鄰里無主垃圾清運,大同區西寧北路,"(25.0526962, 121.5086343)",25.0526962, 121.5086343
2017/10/7 10:33,路燈故障或設施損壞,中正區中華路一段,"(25.0439908, 121.5087626)",25.0439908, 121.5087626
2017/10/7 10:37,鄰里無主垃圾清運,北投區致遠一路一段90巷,"(25.1095068, 121.5156732)",25.1095068, 121.5156732
2017/10/7 10:49,鄰里無主垃圾清運,中正區南昌路二段,"(25.026135, 121.5219111)",25.026135, 121.5219111
2017/10/7 10:50,交通標誌及設施物損壞(含汙損)、傾斜,信義區嘉興街127巷,"(25.0289237, 121.5577324)",25.0289237, 121.5577324
2017/10/7 11:15,鄰里無主垃圾清運,文山區木新路三段243巷1弄,"(24.9808628, 121.5592537)",24.9808628, 121.5592537
2017/10/7 12:21,鄰里無主垃圾清運,北投區溫泉路銀光巷,"(25.1363428, 121.5145761)",25.1363428, 121.5145761
2017/10/7 12:18,鄰里無主垃圾清運,信義區信義路五段,"(25.0329951, 121.5670918)",25.0329951, 121.5670918
2017/10/7 12:24,鄰里無主垃圾清運,士林區文林路,"(25.0950624, 121.5246169)",25.0950624, 121.5246169
2017/10/7 12:36,鄰里無主垃圾清運,文山區光輝路,"(24.9851087, 121.5572316)",24.9851087, 121.5572316
2017/10/7 13:22,路燈故障或設施損壞,士林區士東路2巷11弄,"(25.1113859, 121.5269901)",25.1113859, 121.5269901
2017/10/7 13:59,交通號誌異常,大安區,"(25.0261583, 121.5427093)",25.0261583, 121.5427093
2017/10/7 14:12,路燈故障或設施損壞,文山區,"(24.9929212, 121.57125)",24.9929212, 121.57125
2017/10/7 14:13,鄰里無主垃圾清運,大同區甘州街16巷,"(25.0585662, 121.5128747)",25.0585662, 121.5128747
2017/10/7 14:16,交通號誌異常,北投區北投路一段95巷,"(25.1299556, 121.4998277)",25.1299556, 121.4998277
2017/10/7 15:28,交通標誌及設施物損壞(含汙損)、傾斜,信義區忠孝東路四段553巷16弄,"(25.0427257, 121.5631857)",25.0427257, 121.5631857
2017/10/7 15:47,交通號誌異常,大同區,"(25.0627243, 121.5113064)",25.0627243, 121.5113064
2017/10/7 16:23,鄰里無主垃圾清運,內湖區江南街65巷,"(25.0770602, 121.5784657)",25.0770602, 121.5784657
2017/10/7 17:38,交通號誌電纜線垂落及設施損壞,中山區,"(25.0792018, 121.5427093)",25.0792018, 121.5427093
2017/10/7 17:49,路燈故障或設施損壞,萬華區寶興路126巷,"(25.0251824, 121.4945919)",25.0251824, 121.4945919
2017/10/7 17:55,路燈故障或設施損壞,文山區興隆路一段184 巷4 弄11 號,"(25.0006989, 121.5424358)",25.0006989, 121.5424358
2017/10/7 18:02,路燈故障或設施損壞,信義區松山路161巷,"(25.0462466, 121.5778472)",25.0462466, 121.5778472
2017/10/7 18:07,交通號誌電纜線垂落及設施損壞,中正區寶慶路,"(25.041191, 121.5114221)",25.041191, 121.5114221
2017/10/7 18:07,路燈故障或設施損壞,內湖區康樂街85巷,"(25.0696791, 121.6199183)",25.0696791, 121.6199183
2017/10/7 18:24,鄰里無主垃圾清運,內湖區康樂街136巷30弄,"(25.0711664, 121.6178742)",25.0711664, 121.6178742
2017/10/7 18:25,路燈故障或設施損壞,北投區明德路337巷,"(25.1168754, 121.5195452)",25.1168754, 121.5195452
2017/10/7 18:26,路燈故障或設施損壞,士林區中社路一段,"(25.1085166, 121.5613454)",25.1085166, 121.5613454
2017/10/7 18:28,路燈故障或設施損壞,北投區泉源路,"(25.1420304, 121.5175551)",25.1420304, 121.5175551
2017/10/7 18:29,路燈故障或設施損壞,士林區延平北路八段2巷56弄,"(25.1064532, 121.490776)",25.1064532, 121.490776
2017/10/7 18:39,交通標誌及設施物損壞(含汙損)、傾斜,萬華區萬大路187巷3弄,"(25.0287919, 121.5019692)",25.0287919, 121.5019692
2017/10/7 18:39,路燈故障或設施損壞,北投區明德路,"(25.11096, 121.520974)",25.11096, 121.520974
2017/10/7 18:41,路燈故障或設施損壞,北投區富貴一路1巷,"(25.1142441, 121.5231191)",25.1142441, 121.5231191
2017/10/7 18:44,路燈故障或設施損壞,北投區明德 路331巷,"(25.1160271, 121.5190749)",25.1160271, 121.5190749
2017/10/7 18:49,路燈故障或設施損壞,士林區仰德大道一段91巷36弄,"(25.1054105, 121.5402249)",25.1054105, 121.5402249
2017/10/7 18:55,路燈故障或設施損壞,中山區中山北路二段183巷,"(25.0637467, 121.5232785)",25.0637467, 121.5232785
2017/10/7 18:53,路燈故障或設施損壞,大安區106台灣台北市大安區基隆路高架道路54號,"(25.015079, 121.5416064)",25.015079, 121.5416064
2017/10/7 18:56,路燈故障或設施損壞,萬華區水源路,"(25.019954, 121.5041831)",25.019954, 121.5041831
2017/10/7 19:00,路燈故障或設施損壞,北投區富貴一路1巷,"(25.1142441, 121.5231191)",25.1142441, 121.5231191
2017/10/7 19:02,路燈故障或設施損壞,中山區民權東路二段,"(25.0624759, 121.5322447)",25.0624759, 121.5322447
2017/10/7 19:08,路燈故障或設施損壞,士林區中社路一段11巷,"(25.1084701, 121.5610823)",25.1084701, 121.5610823
2017/10/7 19:25,路燈故障或設施損壞,信義區松山路181巷,"(25.0459345, 121.5778493)",25.0459345, 121.5778493
2017/10/7 19:36,路燈故障或設施損壞,內湖區行善路59巷20弄,"(25.0574012, 121.5786635)",25.0574012, 121.5786635
2017/10/7 19:39,路燈故障或設施損壞,士林區中社路一段11巷,"(25.1084701, 121.5610823)",25.1084701, 121.5610823
2017/10/7 19:40,路燈故障或設施損壞,信義區富陽街35巷,"(25.022808, 121.556569)",25.022808, 121.556569
2017/10/7 19:43,路燈故障或設施損壞,大安區仁愛路四段122巷,"(25.0354549, 121.5502591)",25.0354549, 121.5502591
2017/10/7 19:45,路燈故障或設施損壞,士林區中山北路六段293巷3弄,"(25.1104739, 121.5253966)",25.1104739, 121.5253966
2017/10/7 19:44,路燈故障或設施損壞,北投區杏林一路,"(25.1408564, 121.4985445)",25.1408564, 121.4985445
2017/10/7 19:44,交通號誌異常,士林區,"(25.0950492, 121.5246077)",25.0950492, 121.5246077
2017/10/7 20:07,交通號誌異常,士林區中山北路六段,"(25.1105466, 121.5255956)",25.1105466, 121.5255956
2017/10/7 20:10,路燈故障或設施損壞,士林區士東路25巷,"(25.1121455, 121.5271371)",25.1121455, 121.5271371
2017/10/7 20:17,路燈故障或設施損壞,大安區,"(25.0261583, 121.5427093)",25.0261583, 121.5427093
2017/10/7 20:18,路燈故障或設施損壞,信義區市民大道六段,"(25.0492013, 121.5748262)",25.0492013, 121.5748262
2017/10/7 20:43,路燈故障或設施損壞,北投區大度路三段316號,"(25.123764, 121.465777)",25.123764, 121.465777
2017/10/7 20:49,路燈故障或設施損壞,文山區,"(24.9929212, 121.57125)",24.9929212, 121.57125
2017/10/7 20:54,路燈故障或設施損壞,大安區,"(25.0261583, 121.5427093)",25.0261583, 121.5427093
2017/10/7 20:56,雨水下水道側溝清淤,信義區林口街,"(25.0399019, 121.5799852)",25.0399019, 121.5799852
2017/10/7 21:07,路燈故障或設施損壞,大安區,"(25.0261583, 121.5427093)",25.0261583, 121.5427093
2017/10/7 21:08,路燈故障或設施損壞,大安區,"(25.0261583, 121.5427093)",25.0261583, 121.5427093
2017/10/7 21:13,路燈故障或設施損壞,大安區,"(25.0261583, 121.5427093)",25.0261583, 121.5427093
2017/10/7 21:15,路燈故障或設施損壞,大安區,"(25.0261583, 121.5427093)",25.0261583, 121.5427093
2017/10/7 21:37,交通號誌異常,士林區,"(25.0950492, 121.5246077)",25.0950492, 121.5246077
2017/10/7 21:35,路燈故障或設施損壞,士林區,"(25.0950492, 121.5246077)",25.0950492, 121.5246077
2017/10/7 21:47,路燈故障或設施損壞,士林區克強路10巷,"(25.1098346, 121.5240848)",25.1098346, 121.5240848
2017/10/7 21:49,交通標誌及設施物損壞(含汙損)、傾斜,士林區,"(25.0950492, 121.5246077)",25.0950492, 121.5246077
2017/10/7 21:52,交通標誌及設施物損壞(含汙損)、傾斜,士林區,"(25.0950492, 121.5246077)",25.0950492, 121.5246077
2017/10/7 21:59,路燈故障或設施損壞,內湖區行忠路178巷,"(25.066497, 121.5840375)",25.066497, 121.5840375
2017/10/7 22:02,路燈故障或設施損壞,大安區,"(25.0261583, 121.5427093)",25.0261583, 121.5427093
2017/10/7 22:08,路燈故障或設施損壞,大安區,"(25.0261583, 121.5427093)",25.0261583, 121.5427093
2017/10/7 22:30,鄰里無主垃圾清運,北投區台北市北投區東華街一段362號,"(25.1096863, 121.5192372)",25.1096863, 121.5192372
2017/10/7 23:07,路燈故障或設施損壞,松山區105台灣台北市松山區塔悠路4號,"(25.0498603, 121.5721693)",25.0498603, 121.5721693
2017/10/7 23:50,鄰里無主垃圾清運,中山區,"(25.0792018, 121.5427093)",25.0792018, 121.5427093
2017/10/8 00:42,路燈故障或設施損壞,萬華區長泰街,"(25.0221244, 121.4973406)",25.0221244, 121.4973406
2017/10/8 00:49,路燈故障或設施損壞,松山區撫遠街367巷,"(25.0642038, 121.5668302)",25.0642038, 121.5668302
2017/10/8 00:56,路燈故障或設施損壞,中山區,"(25.0792018, 121.5427093)",25.0792018, 121.5427093
2017/10/8 06:22,鄰里無主垃圾清運,大安區敦化南路二段,"(25.0269876, 121.5489881)",25.0269876, 121.5489881
2017/10/8 06:27,交通號誌異常,大同區,"(25.0627243, 121.5113064)",25.0627243, 121.5113064
2017/10/8 06:45,雨水下水道側溝清淤,士林區大南路,"(25.0887876, 121.5214986)",25.0887876, 121.5214986
2017/10/8 09:17,鄰里無主垃圾清運,北投區台北市北投區東華街一段362號,"(25.1096863, 121.5192372)",25.1096863, 121.5192372
2017/10/8 09:59,路燈故障或設施損壞,北投區明德路335巷,"(25.1165746, 121.5194916)",25.1165746, 121.5194916
2017/10/8 10:18,鄰里無主垃圾清運,中正區,"(25.0421407, 121.5198716)",25.0421407, 121.5198716
2017/10/8 10:33,路樹處理,大安區忠孝東路三段,"(25.0417886, 121.5382072)",25.0417886, 121.5382072
2017/10/8 10:43,鄰里無主垃圾清運,士林區社中街,"(25.0917608, 121.5069005)",25.0917608, 121.5069005
2017/10/8 10:42,人孔蓋(含周邊)破損、遺失處?,內湖區內湖路二段,"(25.0811641, 121.5867075)",25.0811641, 121.5867075
2017/10/8 10:54,交通號誌異常,士林區,"(25.0950492, 121.5246077)",25.0950492, 121.5246077
2017/10/8 10:58,人孔蓋(含周邊)破損、遺失處?,內湖區瑞光路,"(25.0760766, 121.5754364)",25.0760766, 121.5754364
2017/10/8 10:59,交通號誌異常,士林區,"(25.0950492, 121.5246077)",25.0950492, 121.5246077
2017/10/8 10:59,鄰里無主垃圾清運,中山區錦州街,"(25.06039, 121.5337798)",25.06039, 121.5337798
2017/10/8 11:02,交通號誌異常,大安區,"(25.0261583, 121.5427093)",25.0261583, 121.5427093
2017/10/8 11:04,交通號誌異常,士林區,"(25.0950492, 121.5246077)",25.0950492, 121.5246077
2017/10/8 12:24,交通標誌及設施物損壞(含汙損)、傾斜,中正區信陽街,"(25.0446584, 121.5161043)",25.0446584, 121.5161043
2017/10/8 12:31,交通標誌及設施物損壞(含汙損)、傾斜,中正區信陽街,"(25.0446584, 121.5161043)",25.0446584, 121.5161043
2017/10/8 12:33,交通號誌異常,萬華區,"(25.0262857, 121.4970294)",25.0262857, 121.4970294
2017/10/8 12:38,鄰里無主垃圾清運,文山區富山路1巷,"(24.9886407, 121.5533319)",24.9886407, 121.5533319
2017/10/8 12:59,路燈故障或設施損壞,松山區南京東路四段120巷19弄,"(25.0505887, 121.5551)",25.0505887, 121.5551
2017/10/8 13:24,路燈故障或設施損壞,松山區南京東路四段120巷,"(25.0505887, 121.5551)",25.0505887, 121.5551
2017/10/8 13:43,路燈故障或設施損壞,內湖區內湖路三段326巷5弄,"(25.0895363, 121.5846074)",25.0895363, 121.5846074
2017/10/8 15:40,鄰里無主垃圾清運,南港區,"(25.0312347, 121.6111949)",25.0312347, 121.6111949
2017/10/8 16:32,交通號誌異常,文山區羅斯福路六段,"(24.9942003, 121.5410774)",24.9942003, 121.5410774
2017/10/8 16:39,鄰里無主垃圾清運,士林區後港街,"(25.0855709, 121.522228)",25.0855709, 121.522228
2017/10/8 17:03,鄰里無主垃圾清運,信義區忠孝東路五段423巷5弄,"(25.0417884, 121.5747615)",25.0417884, 121.5747615
2017/10/8 17:08,鄰里無主垃圾清運,大安區建國南路一段304巷,"(25.0356997, 121.536051)",25.0356997, 121.536051
2017/10/8 17:38,交通標誌及設施物損壞(含汙損)、傾斜,大同區103台灣台北市大同區承德路三段229號,"(25.0705368, 121.5187074)",25.0705368, 121.5187074
2017/10/8 17:58,交通標誌及設施物損壞(含汙損)、傾斜,北投區北投區稻香路192號,"(25.1443739, 121.487618)",25.1443739, 121.487618
2017/10/8 18:01,交通標誌及設施物損壞(含汙損)、傾斜,北投區北投區稻香路192號,"(25.1443739, 121.487618)",25.1443739, 121.487618
2017/10/8 18:13,交通標誌及設施物損壞(含汙損)、傾斜,北投區北投區稻香路185號,"(25.143401, 121.488543)",25.143401, 121.488543
2017/10/8 18:24,路燈故障或設施損壞,北投區東昇路,"(25.1533284, 121.5282101)",25.1533284, 121.5282101
2017/10/8 18:28,路燈故障或設施損壞,信義區吳興街284巷59弄,"(25.0220034, 121.5635624)",25.0220034, 121.5635624
2017/10/8 18:27,路燈故障或設施損壞,松山區八德路三段155巷12弄,"(25.0489149, 121.5550777)",25.0489149, 121.5550777
2017/10/8 18:32,路燈故障或設施損壞,中正區,"(25.0421407, 121.5198716)",25.0421407, 121.5198716
2017/10/8 18:50,鄰里無主垃圾清運,文山區興隆路三段304巷5弄,"(24.9933166, 121.5583082)",24.9933166, 121.5583082
2017/10/8 19:06,鄰里無主垃圾清運,信義區基隆路二段,"(25.0280414, 121.5565351)",25.0280414, 121.5565351
2017/10/8 19:47,路燈故障或設施損壞,北投區,"(25.1151759, 121.515018)",25.1151759, 121.515018
2017/10/8 20:05,路燈故障或設施損壞,北投區天母北路,"(25.1212218, 121.5266963)",25.1212218, 121.5266963
2017/10/8 20:15,鄰里無主垃圾清運,北投區台北市北投區中央北路二段95巷一弄6號,"(25.136392, 121.4952992)",25.136392, 121.4952992
2017/10/8 20:38,路燈故障或設施損壞,士林區永公路245巷,"(25.1238495, 121.5590504)",25.1238495, 121.5590504
2017/10/8 21:44,交通號誌異常,中正區,"(25.0421407, 121.5198716)",25.0421407, 121.5198716
2017/10/8 22:54,鄰里無主垃圾清運,北投區文化三路,"(25.1386448, 121.4979943)",25.1386448, 121.4979943
2017/10/9 01:02,路燈故障或設施損壞,北投區三合街一段,"(25.1270381, 121.5057565)",25.1270381, 121.5057565
2017/10/9 03:23,路樹處理,士林區新安路,"(25.1248844, 121.5552753)",25.1248844, 121.5552753
2017/10/9 03:52,路樹處理,士林區新安路,"(25.1248844, 121.5552753)",25.1248844, 121.5552753
2017/10/9 06:50,鄰里無主垃圾清運,士林區中正路235巷,"(25.0941844, 121.5262938)",25.0941844, 121.5262938
2017/10/9 07:22,路燈故障或設施損壞,文山區,"(24.9929212, 121.57125)",24.9929212, 121.57125
2017/10/9 07:40,鄰里無主垃圾清運,士林區重慶北路四段,"(25.0827383, 121.512261)",25.0827383, 121.512261
2017/10/9 07:47,交通號誌異常,文山區,"(24.9929212, 121.57125)",24.9929212, 121.57125
2017/10/9 08:08,交通號誌異常,士林區中山北路六段35巷,"(25.103252, 121.5247432)",25.103252, 121.5247432
